Crust	*[[Crust (geology)]] - the outer solid layer of a planet such as the Earth but other planets also.\n*On Earth the crust can be divided into: \n**[[continental crust]] on which the land of the planet Earth sits \n**[[oceanic crust]] which forms most of the ocean floor
Comedy	"*There is a type of movie called a '''[[dramedy]]''', which is a mix of a drama movie and a comedy movie. \n*There is also a type of movie called a '''[[romantic comedy]]''' (sometimes called a ""rom-com""). In romantic comedies, there is a love story about a couple who fall in love, along with silly or funny comedy parts."
Comet	*[[Halley's Comet]]\n*[[Hale-Bopp]]\n*[[Shoemaker-Levy 9]]\n*[[Ikeya seki]]
Cytology	* [[Mitochondria]]: produces [[energy]] for the cell\n* [[Endoplasmic reticulum]]: makes [[protein]]s and [[carbohydrate]]s for the cell to use\n* [[Golgi body|Golgi bodies]]: store and package products that the cell uses\n* Plastid (present in plant cells only): contains chemicals needed to [[photosynthesis|photosynthesize]] (create energy from sunlight); in plants only.\n* [[Nucleus]]: directs the actions of the cell\n* [[Centrosome]]s: guides the cell in [[mitosis]] and [[meiosis]], the processes for cell division.
Cytology	*[[Cell biology]] is mostly about how cells work, and about [[cell division]] and [[molecular biology]].\n*[[Histology]] deals with techniques for looking at tissues under a [[microscope]].\n*Cytopathology is a medical discipline that deals with techniques for looking at cells under a [[microscope]].
Christian	* [[Christianity]]\n* [[Religion]]\n* [[Salvation]]\n* [[Meitei Christians]]
Cheese	* How long the cheese was aged \n* The [[texture]] of the cheese. These include Hard, Soft and Softer.\n* How the cheese was made\n* What type of [[milk]] was used to make the cheese. This is mainly what [[animal]] the milk comes from, such as cows, sheep, and goats. The [[diet]] of the animal can also affect the type of cheese made from its milk.\n* How much [[fat]] is in the cheese\n* What color the cheese is (common colors are yellow, and white)
Cheese	* [[Cream cheese]]\n* [[Processed cheese]]\n* [[Blue cheese]]\n* [[Swiss cheese]]\n* [[Mozzarella]]
Cheese	* [[Parmesan cheese]]\n* [[Limburger cheese]]\n* [[Brie]]\n* [[Gouda (cheese)|Gouda]]\n* [[Cheddar cheese|Cheddar]]
Cheese	* [[Edam cheese|Edam]]\n* [[Wensleydale]]\n* [[Goat's milk cheese]]\n* [[Emmental cheese|Emmental]]\n* [[Camembert cheese|Camembert]]
Constitution	* [[Constitutionalism]]\n* [[Constitutional economics]]\n* [[Democracy]]\n* [[International law]]\n* [[Jurisprudence]]\n* [[Rule of law]]\n* [[Social contract]]\n* [[US Constitution]]
Circle	* [[Semicircle]]\n* [[Sphere]]\n* [[Squaring the circle]]\n*[[Pi]]\n*[[Pi (letter)]]\n* [[Tau]]
Cuba	* 34% White\n* 15% Black
Cuba	* [[European people|European]] Cubans descend from settlers that came during the very late 15th century and onward. Most white Cubans came from many different parts of [[Spain]], but the most numerous were the [[Canary Islands|Canary Islanders]], [[Andalusia]]ns, and Catalans. There was as well some [[France|French]], [[Italy|Italian]] and [[England|English]] peoples. Whites makeup approximately 30% of Cuba's population as of 2012, and they mostly populate the western part of Cuba, specially cities like [[Havana]] and [[Pinar de Rio Providence|Pinar del Rio]]. These brought with them their language, religions, music and others.\n* [[Africa]]ns and [[Mulatto]] Cubans descend from the arrival of African slaves that came from various parts of [[Africa]] but the most numerous were West Africans. There were also more than 500,000 [[Haiti]]ans that came to Cuba during the [[Haitian Revolution]] days. Most Cuban slaves tended to come from the [[Kongo]] and [[Yoruba]] tribes, there were also the Igbos, Ewes, Fons, Fulas, Mandinkas and some others. [[Afro-Cuban]]s range enormously from 33.9 percent to 70 percent of the population, and they are mostly concentrated in the east parts of Cuba. These brought with them their instruments, reigion ([[Santeria]]), and customs to the Cuban culture.\n* [[Mediterranean Sea|Mediterranean]] Cubans are about 3% of the population, however; one must know that a lot of the Southern Spaniard Cuban descendants have good portion of [[Moor]] blood in their family lines; due to the close proximate Spain is to North Africa. Many Mediterranean Cubans came during the 1820s-1880s and sometimes onward. These are most concentrated in the East specially cities like [[Guantanamo Bay]]. They brought much of their foods and cuisines to Cuba and a few vocabularies.
Cuba	* [[Cuba at the Olympics]]\n* [[Cuba national football team]]\n* [[List of rivers of Cuba]]\n* [[:Category:Cuban people]]
Cube	* The [[volume]] of a cube is the [[length]] of any one of the edges (they are all the same length so it does not matter which edge is used) ''cubed''. \n* This means you multiply the number by itself, and then by itself again. \n* If the edge is named 'd' (See Diagram), the equation would be this: Volume=d×d×d (or Volume=d<sup>3</sup>).
Cube	* [[Dice]]\n* [[Box]]es
December	* [[December 1]] - World [[AIDS]] Day\n* [[December 1]] - National Day of [[Romania]]\n* [[December 1]] - Self-government Day ([[Iceland]])\n* [[December 1]] - Day of Restoration of Independence ([[Portugal]])\n* [[December 1]] - First Day of [[Summer]] ([[Australia]])\n* [[December 2]] - National Day of [[Laos]]\n* [[December 2]] - National Day of the [[United Arab Emirates]]\n* [[December 2]] - International Day for the Abolition of [[Slavery]]\n* [[December 4]] - [[Navy]] Day in [[India]] and [[Italy]]\n* [[December 4]] - Miners' Day ([[Poland]])\n* [[December 4]] - Tupou I Day ([[Tonga]])\n* [[December 5]] - [[Sinterklaas]] ([[Netherlands]], [[Belgium]])\n* [[December 5]] - [[Birthday]] of King [[Bhumibol Adulyadej]] of [[Thailand]]\n* [[December 6]] - Saint Nicholas Day\n* [[December 6]] - Independence Day ([[Finland]])\n* [[December 6]] - [[Constitution]] Day ([[Spain]])\n* [[December 7]] - [[Pearl Harbor]] Day ([[United States]])\n* [[December 8]] - Constitution Day in [[Romania]] and [[Uzbekistan]]\n* [[December 8]] - Day of the Immaculate Conception ([[Roman Catholicism]])\n* [[December 9]] - National Day of [[Tanzania]]\n* [[December 10]] - [[Nobel Prize]] Day\n* [[December 10]] - Constitution Day ([[Thailand]])\n* [[December 10]] - Human Rights Day\n* [[December 11]] - Republic Day ([[Burkina Faso]])\n* [[December 11]] - [[Indiana]] Day\n* [[December 11]] - International [[Mountain]] Day\n* [[December 12]] - Independence Day ([[Kenya]])\n* [[December 12]] - Our Lady of Guadalupe ([[Roman Catholicism]])\n* [[December 13]] - [[St. Lucia]] Day\n* [[December 14]] - [[Alabama]] Day\n* [[December 15]] - Homecoming Day ([[Alderney]])\n* [[December 15]] - Kingdom Day ([[Netherlands]])\n* [[December 15]] - Zamenhof Day ([[Esperanto]] supporters)\n* [[December 16]] - Independence Day ([[Kazakhstan]])\n* [[December 16]] - Day of Reconciliation ([[South Africa]])\n* [[December 16]] - Victory Day in [[India]] and [[Bangladesh]]\n* [[December 17]] - National Day of [[Bhutan]]\n* [[December 18]] - National Day of [[Qatar]]\n* [[December 18]] - [[New Jersey]] Day\n* [[December 18]] - Republic Day ([[Niger]])\n* [[December 18]] - International Migrants Day\n* [[December 18]] - [[United Nations]] Day of the [[Arabic language]]\n* [[December 21]]/[[December 22|22]] - Northern [[Winter Solstice]] and Southern [[Summer Solstice]]\n* [[December 22]] - Dongzhi Festival (East [[Asia]])\n* [[December 22]] - Mother's Day ([[Indonesia]])\n* [[December 23]] - [[Birthday]] of [[Emperor]] [[Akihito]] ([[Japan]])\n* [[December 23]] - Thorlaksmessa/St. Thorlak's Day ([[Iceland]])\n* [[December 23]] - HumanLight (Secular [[Humanism]])\n* [[December 24]] - Independence Day ([[Libya]])\n* [[December 24]] - [[Christmas Eve]] in Western [[Christianity]]\n* [[December 25]] - [[Christmas]] [[Day]] in Western Christianity\n* [[December 25]] - [[Birthday]] of [[Muhammad Ali Jinnah]] ([[Pakistan]])\n* [[December 26]] - [[Boxing Day]] ([[UK]])\n* [[December 26]] - St. Stephen's Day ([[Republic of Ireland]])\n* [[December 26]] - First Day of [[Kwanzaa]]\n* [[December 27]] - Constitution Day ([[North Korea]])\n* [[December 27]] - St. Stephen's Day (Eastern Orthodox Church)\n* [[December 28]] - Proclamation Day ([[South Australia]])\n* [[December 28]] - Day of the Holy Innocents, celebrated in [[Spanish language|Spanish-speaking]] countries in a similar way to [[April Fools' Day]]\n* [[December 29]] - Independence Day ([[Mongolia]])\n* [[December 31]] - [[New Year's Eve]]/ St. Silvester's Day - known as Hogmanay in [[Scotland]] and Calennig in [[Wales]]
December	* [[Hanukkah]] ([[Judaism]]) - celebrated over a period of eight days\n* [[Advent]] in Western [[Christianity]]\n**First Sunday in Advent occurs between [[November 27]] and [[December 3]]\n**Second Sunday in Advent occurs between [[December 4]] and [[December 10]]\n**Third Sunday in Advent occurs between [[December 11]] and [[December 17]]\n**Fourth and final Sunday in Advent occurs between [[December 18]] and [[December 24]]\n* [[Kwanzaa]] is from [[December 26]] to [[January 1]]\n* [[Marathon]] races held in December\n**[[Fukuoka]], [[Japan]]\n**[[Las Vegas]], [[Nevada]], [[United States]]\n**[[Singapore]]\n**[[Taipei]], [[Taiwan]]\n**[[Honolulu]], [[Hawaii]], [[United States]]
December	* [[December 1]], [[1918]] - The [[Kingdom]] of [[Yugoslavia]] is proclaimed. On the same day, [[Transylvania]] unites with [[Romania]].\n* [[December 1]], [[1918]] - [[Iceland]] becomes independent, but remains under the [[Denmark|Danish]] [[crown]].\n* [[December 1]], [[1955]] - A protest by [[Rosa Parks]] on an [[Alabama]] bus starts the Montgomery Bus Boycott.\n* [[December 2]], [[1804]] - [[Napoleon Bonaparte]] crowns himself [[Emperor]] of [[France]].\n* [[December 2]], [[1942]] - A team led by [[Enrico Fermi]] initiates the first nuclear chain reaction.\n* [[December 3]], [[1984]] - A deadly chemical leak in [[Bhopal]], [[India]], kills 8,000 people instantly.\n* [[December 5]], [[2013]] - Former [[South Africa]]n [[President]] and Anti-[[Apartheid]] icon [[Nelson Mandela]] dies aged 95.\n* [[December 6]], [[1917]] - [[Finland]] declares independence from [[Russia]].\n* [[December 7]], [[1941]] - During [[World War II]], The [[Japan]]ese attack [[Pearl Harbor]], [[Hawaii]], [[US]].\n* [[December 8]], [[1980]] - [[John Lennon]] is shot dead by Mark David Chapman.\n* [[December 9]], [[1961]] - [[Tanganyika]] becomes independent. It later merges with [[Zanzibar]] to form [[Tanzania]].\n* [[December 10]], [[1901]] - The first [[Nobel Prize]]s are awarded.\n* [[December 11]], [[1936]] - King [[Edward VIII of the United Kingdom]] abdicates from the throne.\n* [[December 12]], [[1911]] - [[Delhi]] becomes the capital city of [[India]].\n* [[December 12]], [[1963]] - [[Kenya]] becomes independent from the [[United Kingdom]].\n* [[December 14]], [[1861]] - [[Albert, Prince Consort]] of [[Great Britain]] and [[Ireland]] dies aged 42, placing [[Queen Victoria]] in a state of mourning his loss for the rest of her life.\n* [[December 14]], [[1911]] - A [[Norway|Norwegian]] expedition led by [[Roald Amundsen]] reaches the [[South Pole]], where previously no human had ever been.\n* [[December 15]], [[1891]] - [[James Naismith]] introduces [[basketball]].\n* [[December 16]], [[1920]] - An [[earthquake]] in Gansu province, [[China]], kills around 200,000 people.\n* [[December 16]], [[1991]] - [[Kazakhstan]] declares independence from the [[Soviet Union]].\n* [[December 17]], [[1903]] - The [[Wright brothers]] make their first flight in Kitty Hawk, [[North Carolina]].\n* [[December 17]], [[1907]] - Ugyen Wangchuck becomes [[King]] of [[Bhutan]].\n* [[December 17]], [[2010]] - Start of the [[Arab Spring]], a series of uprisings across [[North Africa]] and the [[Middle East]].\n* [[December 19]], [[1783]] - [[William Pitt the Younger]] becomes the youngest [[Prime Minister of the United Kingdom|Prime Minister of Great Britain]].\n* [[December 20]], [[1999]] - [[Portugal]] gives control of [[Macau]] to the [[People's Republic of China]].\n* [[December 21]], [[1898]] - [[Marie Curie|Marie]] and [[Pierre Curie]] announce their discovery of [[radium]].\n* [[December 21]], [[1913]] - The first [[crossword]] puzzle is published.\n* [[December 21]], [[1988]] - A terrorist [[bomb]] explodes on Pan Am Flight 103 over Lockerbie, southern [[Scotland]], killing 270 people.\n* [[December 21]], [[2012]] - End of the [[Maya civilization|Mayan]] long-count [[calendar]].\n* [[December 22]], [[1989]] - The [[Brandenburg Gate]] is re-opened.\n* [[December 22]], [[1990]] - [[Lech Walesa]] becomes [[President]] of [[Poland]].\n* [[December 23]], [[1972]] - A major [[earthquake]] strikes [[Nicaragua]], killing thousands of people.\n* [[December 24]], [[1818]] - The [[Christmas]] carol [[Silent Night]] is first performed at a church in [[Austria]].\n* [[December 24]], [[1914]] - The [[World War I]] Christmas truce takes place.\n* [[December 24]], [[1951]] - [[Libya]] becomes independent.\n* [[December 24]], [[1968]] - [[Apollo 8]] orbits the [[Moon]], and a stunning photograph of the [[Earth]] rising is taken.\n* [[December 25]], [[800]] - [[Charlemagne]] is crowned [[Holy Roman Empire|Holy Roman Emperor]].\n* [[December 25]], [[1066]] - [[William the Conqueror]] is crowned [[King]] of [[England]] in [[Westminster Abbey]].\n* [[December 26]], [[2004]] - An [[earthquake]] off [[Sumatra]], [[Indonesia]], leads to [[tsunami]]s that kill over 300,000 people on [[Indian Ocean]] coasts, with nearby Sumatra being worst affected.\n* [[December 27]], [[531]] - [[Inauguration]] of the [[Hagia Sophia]] as a [[church]] in what was then called [[Byzantium]].\n* [[December 27]], [[1949]] - Queen [[Juliana of the Netherlands]] officially recognizes [[Indonesia]]'s independence.\n* [[December 28]], [[1612]] - [[Galileo Galilei]] observes the planet [[Neptune (planet)|Neptune]], though there is dispute as to whether he mistook it for a star.\n* [[December 28]], [[1879]] - The Tay Rail [[Bridge]] disaster on the east coast of [[Scotland]] kills 75 people.\n* [[December 28]], [[1895]] - The Lumiere brothers open their first [[cinema]] in [[Paris]].\n* [[December 29]], [[1911]] - [[Mongolia]] becomes independent.\n* [[December 30]], [[1922]] - The [[USSR]] is founded.\n* [[December 30]], [[2011]] - This date is skipped in [[Samoa]] as the [[International Date Line]] is shifted.\n* [[December 31]], [[1857]] - [[Ottawa]] is chosen as capital city of [[Canada]].\n* [[December 31]], [[1991]] - The [[Soviet Union]] officially dissolves.\n* [[December 31]], [[1999]] - The [[US]] hands control of the [[Panama Canal]] over to [[Panama]].
December	* The first [[Sunday]] of [[Advent]] is slightly more likely to fall in [[November]] than in December.\n* The star signs for December are [[Sagittarius (astrology)|Sagittarius]] ([[November 22]] to [[December 21]]) and [[Capricorn (astrology)|Capricorn]] ([[December 22]] to [[January 20]]).\n* [[December 28]] falls exactly half-way between the two [[Scotland|Scottish]] celebrations of [[Saint Andrew]]'s Day ([[November 30]]) and [[Robert Burns|Burns Night]] ([[January 25]]).\n* In a [[leap year]], [[December 31]] is the 366th day of the year, rather than the 365th.\n* At the [[North Pole]], the [[Sun]] does not rise in December; at the [[South Pole]], it does not set.
Dublin	"* [http://reflectingcity.com/ ""The Reflecting City""]\n* [http://www.dubchamber.ie/Uploads/Policy.pdf Dublin GDP stats]\n* [http://www.wikimapia.org/#y=53330000&x=-6250000&z=11&l=1&m=a WikiSatellite view of Dublin at WikiMapia]\n* [http://www.dublinblog.ie The Dublin Community Blog]\n* [http://www.travelingluck.com/Europe/Ireland/Dublin/-1502554_Dublin.html Satellite map of Dublin]{{Dead link|date=January 2021 |bot=InternetArchiveBot |fix-attempted=yes }} - Including local geographic features.\n* [http://www.dublin.es/ Dublin] - Tourist information."
Dance	*Professional dancing\n**[[Ballet]]\n**[[Modern dance]]\n**[[Theatre]] dance\n**[[Belly dancing]]\n**[[Jazz dance]]\n**[[Tap dance]]
Dance	*Social dancing\n**[[Ballroom dancing]] (International style) \n***[[Waltz (International)|Waltz]]\n***[[Foxtrot]]\n***[[Tango]]\n***[[Quickstep]]\n***[[Viennese waltz]]\n***[[Cha-cha-cha]]\n***[[Jive (dance)|Jive]]\n***[[Paso doble]]\n***[[Samba]]\n***[[Rumba]]\n**Other styles\n***[[Salsa]]\n***[[Rock and Roll]]\n**[[Street dance]]\n***[[Breakdancing]]\n***[[Funk]]\n***[[Hip hop]]
Dance	*Folk dance\n**[[Irish Dance]]\n**[[Morris Dance]]\n**Country Dance
Dance	*Indian Classical Dances\n**[[Bharat Natyam]]\n**[[Kathak]]\n**Mohini Attam\n**Kathakali\n**Kuchipudi
Dance	*[[Alvin Ailey]] \n*[[George Balanchine]]\n*[[Vernon and Irene Castle]]\n*[[Misty Copeland]]\n*Katherine Dunham\n*[[Bob Fosse]]\n*[[Loie Fuller]]\n*[[Gene Kelly]]\n*[[Vaslav Nijinsky]]\n*[[Margot Fonteyn]]\n*[[Monsieur Pierre]]\n*[[Antonio Ruiz Soler]]
Diarrhea	"* [[Virus]]es, like Norovirus (the most common cause of viral [[gastroenteritis]]—""stomach flu""—in humans)\n* [[Bacteria]], like ''[[Escherichia coli|E. coli]]'' or ''[[Clostridium difficile|C. diff]]''\n* Some [[Medication|medicines]], especially [[antibiotics]]\n* [[Food poisoning]]\n* [[Lactose intolerance]]\n* [[Artificial sweetener]]s, like sorbitol and mannitol, which are in many sugar-free food products like sugarless gum\n* Other problems with the [[intestine]]s, like [[Crohn's disease]] and irritable bowel syndrome"
Diarrhea	* Unsafe drinking water.  Bacteria, viruses, and parasites often get into the water, which people then have to drink.  Anyone who drinks the water can then get an infection that causes diarrhea.\n* [[Sanitation]], with clean toilets, is often not available.  This makes it easier for infections to spread.\n* Clean water and soap for washing hands are often not available, either.  If people cannot wash their hands, bacteria, viruses, or parasites can stay on their hands.  These microbes can then enter the mouth or get spread to other people with handshaking.
Diarrhea	* Making drinking water safe\n* Making sanitation better\n* Making clean water and soap available for hand washing
Dimension	* [[3D]]\n* [[Hypercube]], generalization of [[square]] and [[cube]] beyond three dimensions\n* [[Minkowski spacetime]], a four-dimensional [[manifold]]\n* [[Space-time]]
Distance	* One ball is 5 [[Foot (unit of length)|feet]] from another ball. The distance between the two balls is 5 feet.\n* John walks at a [[speed]] of 6 [[kilometre]]s per [[hour]] for one hour. John [[walk]]s a distance of 6 kilometres. \n* A [[circle]] is a [[curve]]d [[line]]. Each point on the circle is the same distance from the centre of the circle.
Distance	* [[Euclidean distance]]\n* [[Norm (mathematics)]]
Depth	* [[Volume]]\n* [[Geometry]]\n* [[Width]]\n* [[Height]]\n* [[Length]]
Dictionary	* [http://www.thefreedictionary.com TheFreeDictionary]\n* [http://www.ldoceonline.com Longman English Dictionary Online]
Dictionary	* Henning Bergenholtz/Sven Tarp (eds.): ''Manual of Specialised Lexicography''. Benjamins 1995.\n* Sandro Nielsen: ''The Bilingual LSP Dictionary''. Gunter Narr 1994.
Dictionary	* [http://www.asb.dk/en/research/researchcentresandteams/researchcentres/centreforlexicography/ Centre for Lexicography] {{Webarchive|url=https://web.archive.org/web/20110809101841/http://www.asb.dk/en/research/researchcentresandteams/researchcentres/centreforlexicography/ |date=2011-08-09 }}\n* [[citizendium:Dictionary|Dictionary]] -Citizendium
Dictionary	* [http://www.oed.com/ Oxford English Dictionary]\n* [http://www.oxfordlearnersdictionaries.com Oxford Learner's Dictionary]\n* [http://dictionary.cambridge.org/dictionary/learner-english Cambridge Learner's Dictionary (British English)]\n* [http://www.macmillandictionary.com Macmillan Dictionary]\n* [http://www.collinsdictionary.com/dictionary/english Collins Cobuild English Dictionary]\n* [https://ahdictionary.com/ American Heritage Dictionary of the English Language]\n* [http://www.m-w.com/ Merriam-Webster American English dictionary]\n* [http://learnersdictionary.com Merriam-Webster Learner's Dictionary]\n* [http://learnthesewordsfirst.com Learn These Words First: Multi-Layer Dictionary]\n* [http://www.simplevocab.com SimpleVocab Multi-word Dictionary]\n* [http://www.definitions.ws/ English to English Dictionary]\n* [https://termsdictionary.com/ Terms Dictionary - English to Multi-Lang Dictionary] {{Webarchive|url=https://web.archive.org/web/20200101074724/https://termsdictionary.com/ |date=2020-01-01 }}
Denmark	"* Red-Green Alliance (Danish: ''Enhedslisten''), a far-left [[Socialism|socialist]] party.\n* The Alternative (Danish: ''Alternativet''), a [[Green politics|green]] progressive party.\n* Socialist People's Party (Danish: ''Socialistisk Folkeparti''), a [[socialist]] party.\n* [[Social Democrats (Denmark)|Social Democrats]] (Danish: ''Socialdemokraterne''), a [[left-wing]] party which is ""[[social democracy|social democratic]]"" (slightly socialist).\n* [[Venstre (Denmark)|Venstre]], Liberal Party of Denmark (Danish: ''Venstre'' (meaning ""left"")), a [[liberal]] party.\n* Danish Social Liberal Party (Danish: ''Det Radikale Venstre''), a radical left/borderline [[right-wing]] liberal party.\n* Conservative People's Party (Danish: ''Det Konservative Folksparti''), a [[conservatism|conservative]] party.\n* Liberal Alliance (Danish: ''Liberal Alliance''), a [[right-wing]] [[Liberalism|liberal]] party.\n* Danish People's Party (Danish: ''Dansk Folkeparti''), a [[right-wing]] political party who dislike [[immigration]] (people from other countries who come to live in Denmark)."
Denmark	* Crown Prince Frederik who married an [[Australia]]n woman named [[Mary, Crown Princess of Denmark|Mary]], and have 4 children:\n** Prince Christian\n** Princess Isabella\n** Prince Vincent & Princess Josephine (twins)\n* Joachim married a [[British]] woman from [[Hong Kong]] but later divorced in 2005 after being married for 10 years. He has two sons:\n** Prince Nikolai\n** Prince Felix
Denmark	** Prince Henrik\n** Princess Athena
Denmark	* [[Denmark at the Olympics]]\n* [[Denmark national football team]]\n* [[List of rivers of Denmark]]
Denmark	* [http://www.denmark.dk Denmark.dk] – The official website of Denmark\n* [http://www.visitdenmark.com VisitDenmark.com] – Official travel guide to Denmark\n* [http://www.denmark.net/denmark-guide/danish-culture.html Danish Culture]
Death	*[[Funeral]]\n*[[Death (personification)]]
Encyclopedia	* The Compact Edition of the ''Oxford English Dictionary''. Volume I A–M,  volume II N{{ndash}}Z. 1971. Oxford University Press.\n* ''Webster’s Third New International Dictionary'' . . . Unabridged . . . Merriam-Webster. 1961. Encyclopedia. Springfield, MA: G & C Merriam Company.\n* ''Fowler's Modern English Usage''. Fowler H.W; 2nd revised edition by Gower E. Oxford University Press.
Encyclopedia	* [[Citizendium]]\n* ''[[Encyclopædia Britannica]]''\n* [[Encyclopaedia Hebraica]]\n* [[Encyclopaedia Metallum]]  \n* [[Everipedia]]\n* ''Funk & Wagnalls New Encyclopedia''. Funk & Wagnalls, Inc.\n* The Columbia Encyclopedia in one volume. 1940. New York, NY: Columbia University Press.\n* [[Wikipedia]]
Earth_science	"* [[Geophysics]] and [[Geodesy]] investigate the shape of the Earth, its reaction to forces and its [[magnetic field|magnetic]] and [[gravity]] fields. Geophysicists explore the [[Planetary core|Earth's core]] and [[Earth's mantle|mantle]] as well as the [[Plate tectonics|tectonic]] and [[Seismology|seismic]] activity of the lithosphere.<ref name=""smith 5""/><ref>[http://wordnet.princeton.edu/perl/webwn?s=geodesy Wordnet Search: Geodesy]{{Dead link|date=January 2021 |bot=InternetArchiveBot |fix-attempted=yes }}</ref><ref>[http://www.oceanservice.noaa.gov/education/kits/geodesy/welcome.html NOAA National Ocean Service Education: Geodesy]</ref>\n* [[Soil science]] covers the outermost layer of the Earth's crust that is subject to soil formation processes (or pedosphere).<ref>{{Cite web |url=http://soil.gsfc.nasa.gov/ped/pedosph.htm |title=Elissa Levine, 2001, The Pedosphere As A Hub |access-date=2010-10-09 |archive-date=2007-10-30 |archive-url=https://web.archive.org/web/20071030004610/http://soil.gsfc.nasa.gov/ped/pedosph.htm |url-status=dead }}</ref><ref>[http://jan.ucc.nau.edu/~doetqp-p/courses/env320/lec1/Lec1.html Duane Gardiner, Lecture: Why study soils? excerpted from Miller R.W. & D.T. Gardiner, 1998. ''Soils in our environment'', 8th Edition]</ref>\n* [[Oceanography]] and [[hydrology]] (includes [[limnology]]) describe the marine and freshwater domains of the [[water]]y parts of the Earth (or [[hydrosphere]]). Includes [[Marine biology]].\n* [[Glaciology]] covers the [[ice|icy]] parts of the Earth (or [[cryosphere]]).\n* Atmospheric sciences cover the [[gas]]eous parts of the Earth (or [[atmosphere]]) between the surface and the [[exosphere]] (about 1000&nbsp;km). Major subdisciplines are [[meteorology]], [[climatology]], atmospheric [[chemistry]] and [[physics]].\n* [[Astronomy]] includes the study of distant stars and galaxies to the examination of the 4.6 billion years old Earth from an astronomical point of view. It is also closely related with the study of the solar system and its [[planets]], a subdiscipline called [[Planetary science|planetology]]. A more distant relative of astronomy is [[physical cosmology]], which aims to study the [[Universe]] as a whole.<ref>{{Citation|last=CrashCourse|title=Introduction to Astronomy: Crash Course Astronomy #1|date=2015-01-15|url=https://www.youtube.com/watch?v=0rHUDWjR5gg&list=PL8dPuuaLjXtPAJr1ysd5yGIyiSFuh0mIL|accessdate=2017-11-27}}</ref>\n* Closely related to the earth sciences are [[physical geography]] and [[biology]]."
Earth_science	* [[Atmospheric chemistry]]\n* [[Climatology]]\n* [[Meteorology]]\n* Paleoclimatology
Earth_science	* [[Biogeography]]\n* [[Paleontology]]\n** [[Micropaleontology]]
Earth_science	* [[Hydrology]]\n** [[Limnology]]\n* [[Hydrogeology]]\n* [[Oceanography]]\n** [[Marine biology]]\n** Paleoceanography\n** Physical oceanography
Earth_science	* [[Geology]]\n** [[Environmental geology]]\n** [[Historical geology]]\n** [[Planetary geology]]\n** [[Sedimentology]]\n** [[Stratigraphy]]\n** Structural geology\n* [[Geography]]\n** [[Physical geography]]\n* Geochemistry\n* [[Geomorphology]]\n* [[Geophysics]]\n** Geodynamics (see also [[Tectonics]])\n** [[Geomagnetic]]s\n** [[Seismology]]\n* [[Glaciology]]\n* [[Mineralogy]]\n** [[Crystallography]]\n* [[Petrology]]\n* [[Volcanology]]
Earth_science	* [[Environmental science]]\n* Geography\n* [[Gaia hypothesis]]
Earth_science	* Engineering Geology\n* Geostatistics\n* [[Geodesy]]
Earth	* [[Formation and evolution of the Solar System]]\n* [[Age of the Earth]]\n* [[Geology]]\n* [[List of planets]]\n* [[Solar System]]\n* [[Structure of the Earth]]
Earth	"* {{cite web | url = http://www.solarviews.com/eng/earth.htm | title = Solar Views | publisher = Calvin J. Hamilton }}\n* {{cite web | url = http://www.earth.nasa.gov/science/questions.html | title = Earth – Science questions | publisher = [[NASA]]}}\n* {{cite web | url = https://nightsky.jpl.nasa.gov/docs/HowFast.pdf | title = Earth – Speed through space – about 1 million miles an hour<!---between 0.8 - 1.9 M mph---> | publisher = [[NASA]]}}  (""[[w:Wikipedia:Reference desk/Archives/Science/2019 July 20#How fast are we moving through space?|WP discussion]]"")\n*\n*\n*\n*{{cite web | url = https://technological-sci.blogspot.com/2020/04/10-unique-feature-of-earth.html| title = 3 unique feature of earth | publisher = Technological-Sci }}  \n*[https://www.trendyever7.com/2021/09/some-effects-of-daily-rotation-of-earth.html daily rotation of the earth]"
Et_cetera	"* ""Jane has a lot of pets. She has cats, dogs, cows, horses, kangaroos, rabbits, '''etc.'''""\n* ""Robert ordered a large amount of groceries in order to stock for later. He ordered carrots, tomatoes, potatoes, eggs, '''etc.'''"""
Experiment	* [[Galileo Galilei]] did some experiments about [[free fall]] (1623)\n* [[Benjamin Franklin]] showed that [[lightning]] is a form of [[electricity]] (1752)\n* The [[Michelson–Morley experiment]] proved a flaw in old [[physics]], and prompted [[Einstein]]'s work (1887)\n* [[Ivan Pavlov]] did some experiments about the [[classical conditioning]] of [[dog]]s (1927)\n* The [[Avery–MacLeod–McCarty experiment]] proved DNA was the [[molecule]] which caused [[heredity]] (1944)\n* [[Stanley Milgram]] showed that people follow orders; this became known as the [[Milgram experiment]] (1961)
Ethics	* What [[action]]s are [[good]]? What actions are [[evil]]?\n* How can we tell the [[difference]]?\n* Are good and evil the same?\n* How should we make hard [[decision]]s that might help or [[hurt]] other [[people]]?\n* How do our actions affect others?
Ethics	* [[thinking]] about [[morality]],\n* the involvement of [[science]], \n* the [[freedom]] of people to decide for themselves how to [[act]] within their own [[belief]]s.
